;Tipo;Titulo;Preço;Condição;Quartos;WC;Dimensão m2;Terreno m2;Localidade;Link;Data
2658;Quintas e herdades para comprar: ;Herdade 3 quartos Santa Cruz, Santiago Cacém;845 000;Novo;T3;[];34 000 m²;34 000 m²;Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra, Santiago do Cacém, Setúbal;https://www.imovirtual.com/pt/anuncio/herdade-3-quartos-santa-cruz-santiago-cacem-ID15HEp.html#85000cecbc;2023-03-19
2659;Quintas e herdades para comprar: ;Quinta licenciada para turismo em Darque V Castelo;1 200 000;Renovado;T3;[];381 €/m²;3 150 m²;Darque, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quinta-licenciada-para-turismo-em-darque-v-castelo-ID15FVs.html#85000cecbc;2023-03-19
2660;Quintas e herdades para comprar: ;Elvas (Casa Novas) Quintinha- T2+ T2;165 000;Usado;T3;[];5 250 m²;5 250 m²;São Brás e São Lourenço, Elvas, Portalegre;https://www.imovirtual.com/pt/anuncio/elvas-casa-novas-quintinha-t2-t2-IDNGna.html#85000cecbc;2023-03-19
2661;Quintas e herdades para comprar: ;Quinta rural com vista sobre a vila de Mação;160 000;Usado;T3;[];4 €/m²;36 140 m²;Mação, Penhascoso e Aboboreira, Mação, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-rural-com-vista-sobre-a-vila-de-macao-ID15zVf.html#85000cecbc;2023-03-19
2662;Quintas e herdades para comprar: ;Quintinha  Venda em Alcains,Castelo Branco;75 000;Usado;T3;[];39 €/m²;1 900 m²;Alcains, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quintinha-venda-em-alcains-castelo-branco-IDGuOc.html#85000cecbc;2023-03-19
2663;Quintas e herdades para comprar: ;Quintinha T3 Venda em Cebolais de Cima e Retaxo,Castelo Branco;129 000;[];T3;[];17 €/m²;7 750 m²;Cebolais de Cima e Retaxo, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quintinha-t3-venda-em-cebolais-de-cima-e-retaxo-castelo-branco-ID10JIY.html#85000cecbc;2023-03-19
2664;Quintas e herdades para comprar: ;Quinta  Venda em Penha Garcia,Idanha-a-Nova;65 000;Usado;T9;[];6 €/m²;11 250 m²;Penha Garcia, Idanha-a-Nova, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-venda-em-penha-garcia-idanha-a-nova-ID15kFm.html#e0cec7b6a9;2023-03-19
2665;Quintas e herdades para comprar: ;Quintinha  Venda em São Matias,Nisa;36 000;[];T6;[];7 €/m²;5 000 m²;São Matias, Nisa, Portalegre;https://www.imovirtual.com/pt/anuncio/quintinha-venda-em-sao-matias-nisa-IDGuS7.html#e0cec7b6a9;2023-03-19
2666;Quintas e herdades para comprar: ;HERDADE;1 000 000;[];T6;[];5 €/m²;200 000 m²;Grândola e Santa Margarida da Serra, Grândola, Setúbal;https://www.imovirtual.com/pt/anuncio/herdade-ID155En.html#e0cec7b6a9;2023-03-19
2667;Quintas e herdades para comprar: ;Quinta para recuperar, São Bartolomeu da Serra;150 000;[];T6;[];19 €/m²;7 930 m²;Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra, Santiago do Cacém, Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-para-recuperar-sao-bartolomeu-da-serra-ID1532C.html#e0cec7b6a9;2023-03-19
2668;Quintas e herdades para comprar: ;Herdade do Marmeleiro;2 770 000;[];T6;[];3 €/m²;878 250 m²;São Francisco da Serra, Santiago do Cacém, Setúbal;https://www.imovirtual.com/pt/anuncio/herdade-do-marmeleiro-ID151GU.html#e0cec7b6a9;2023-03-19
2669;Quintas e herdades para comprar: ;Quintinha, Ruivães;350 000;Usado;T6;[];14 €/m²;25 000 m²;Ruivães e Novais, Vila Nova de Famalicão, Braga;https://www.imovirtual.com/pt/anuncio/quintinha-ruivaes-ID14Z4k.html#e0cec7b6a9;2023-03-19
2670;Quintas e herdades para comprar: ;Quinta  Venda em Salgueiro do Campo,Castelo Branco;15 000;Usado;T6;[];4 €/m²;4 280 m²;Salgueiro do Campo, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-venda-em-salgueiro-do-campo-castelo-branco-ID14UT2.html#e0cec7b6a9;2023-03-19
2671;Quintas e herdades para comprar: ;Monte Alentejano C/ ruína, barragens - árvores de frutos ...;199 900;Usado;T6;[];1 €/m²;301 039 m²;Santana da Serra, Ourique, Beja;https://www.imovirtual.com/pt/anuncio/monte-alentejano-c-ruina-barragens-arvores-de-frutos-ID114oC.html#e0cec7b6a9;2023-03-19
2672;Quintas e herdades para comprar: ;Moinho em Fafe;8 000;Para recuperar;T6;[];500 €/m²;16 m²;Fafe, Braga;https://www.imovirtual.com/pt/anuncio/moinho-em-fafe-ID14IXg.html#e0cec7b6a9;2023-03-19
2673;Quintas e herdades para comprar: ;Quinta Turismo Rural, Vieira do Minho;1 200 000;Renovado;T6;[];5 652 m²;5 652 m²;Parada do Bouro, Vieira do Minho, Braga;https://www.imovirtual.com/pt/anuncio/quinta-turismo-rural-vieira-do-minho-ID14IvO.html#e0cec7b6a9;2023-03-19
2674;Quintas e herdades para comprar: ;QUINTA PARADISÍACA NO RIBATEJO;1 600 000;Usado;T6;[];13 €/m²;121 760 m²;Pontével, Cartaxo, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-paradisiaca-no-ribatejo-ID14Bs3.html#e0cec7b6a9;2023-03-19
2675;Quintas e herdades para comprar: ;Quinta T0 Venda em Salgueiro do Campo,Castelo Branco;35 000;Usado;T6;[];2 €/m²;16 000 m²;Salgueiro do Campo, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-t0-venda-em-salgueiro-do-campo-castelo-branco-ID14r3J.html#e0cec7b6a9;2023-03-19
2676;Quintas e herdades para comprar: ;Quinta V6 com piscina em Lagos;1 300 000;Usado;T6;[];6 450 m²;6 450 m²;São Gonçalo de Lagos, Lagos, Faro;https://www.imovirtual.com/pt/anuncio/quinta-v6-com-piscina-em-lagos-ID14qjY.html#e0cec7b6a9;2023-03-19
2677;Quintas e herdades para comprar: ;Quinta com quatro habitações na Quinta do Anjo, Palmela;2 950 000;Usado;T6;[];15 €/m²;194 480 m²;Quinta do Anjo, Palmela, Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-com-quatro-habitacoes-na-quinta-do-anjo-palmela-ID14cO7.html#e0cec7b6a9;2023-03-19
2678;Quintas e herdades para comprar: ;Ambiente Tranquilo, Elegante e Panorâmico;314 000;Usado;T6;[];81 €/m²;3 900 m²;Pico, Vila Verde, Braga;https://www.imovirtual.com/pt/anuncio/ambiente-tranquilo-elegante-e-panoramico-ID148FA.html#e0cec7b6a9;2023-03-19
2679;Quintas e herdades para comprar: ;Quintinha com casa e anexos e moinho, Serreleis;330 000;Para recuperar;T6;[];41 €/m²;8 000 m²;Cardielos e Serreleis, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quintinha-com-casa-e-anexos-e-moinho-serreleis-ID143Lj.html#e0cec7b6a9;2023-03-19
2680;Quintas e herdades para comprar: ;Quinta com casa senhorial, perto de Castelo Branco;232 500;Usado;T6;[];47 €/m²;5 000 m²;Cebolais de Cima e Retaxo, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-com-casa-senhorial-perto-de-castelo-branco-ID143lH.html#e0cec7b6a9;2023-03-19
2681;Quintas e herdades para comprar: ;Herdade com moinho e casa de habitação - Cambas (Oleiros);220 000;[];T6;[];5 €/m²;45 226 m²;Cambas, Oleiros, Castelo Branco;https://www.imovirtual.com/pt/anuncio/herdade-com-moinho-e-casa-de-habitacao-cambas-oleiros-ID13VTS.html#e0cec7b6a9;2023-03-19
2682;Quintas e herdades para comprar: ;Quinta c/ Moradia V2 - Teixoso;180 000;Usado;T6;[];23 €/m²;8 000 m²;Teixoso e Sarzedo, Covilhã, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-c-moradia-v2-teixoso-ID13Qlw.html#e0cec7b6a9;2023-03-19
2683;Quintas e herdades para comprar: ;Quinta no Casainho, Águeda;2 100 000;Usado;T6;[];16 €/m²;130 299 m²;Recardães e Espinhel, Águeda, Aveiro;https://www.imovirtual.com/pt/anuncio/quinta-no-casainho-agueda-ID13OiN.html#e0cec7b6a9;2023-03-19
2684;Quintas e herdades para comprar: ;DOIS MOINHOS COM PROJECTO PARA MORADIA COM TERRENO DE 26....;145 000;Para recuperar;T6;[];5 €/m²;26 760 m²;Odeleite, Castro Marim, Faro;https://www.imovirtual.com/pt/anuncio/dois-moinhos-com-projecto-para-moradia-com-terreno-de-26-ID13BN4.html#e0cec7b6a9;2023-03-19
2685;Quintas e herdades para comprar: ;Quinta, vista de serra e mar, na Serra de Sintra;4 500 000;Usado;T6;[];139 €/m²;32 280 m²;Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa;https://www.imovirtual.com/pt/anuncio/quinta-vista-de-serra-e-mar-na-serra-de-sintra-ID13ALC.html#e0cec7b6a9;2023-03-19
2686;Quintas e herdades para comprar: ;Quinta com Moradia Secular em Pombeiro da Beira, Arganil;90 000;Para recuperar;T6;[];33 €/m²;2 691 m²;Pombeiro da Beira, Arganil, Coimbra;https://www.imovirtual.com/pt/anuncio/quinta-com-moradia-secular-em-pombeiro-da-beira-arganil-ID13qgQ.html#e0cec7b6a9;2023-03-19
2687;Quintas e herdades para comprar: ;Monte Alentejano T2 na Aldeia dos Fernandes com 16 hectares;158 000;Usado;T6;[];1 €/m²;167 750 m²;Aldeia dos Fernandes, Almodôvar, Beja;https://www.imovirtual.com/pt/anuncio/monte-alentejano-t2-na-aldeia-dos-fernandes-com-16-hectares-ID13whN.html#e0cec7b6a9;2023-03-19
2688;Quintas e herdades para comprar: ;Quinta 9.48 ha - Castelo Branco;100 000;[];T6;[];1 €/m²;94 830 m²;Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-9-48-ha-castelo-branco-ID13oU1.html#5c84fae917;2023-03-19
2689;Quintas e herdades para comprar: ;Quinta Marco de Canaveses;1 190 000;Usado;T10 ou superior;[];55 €/m²;21 791 m²;Penhalonga e Paços de Gaiolo, Marco de Canaveses, Porto;https://www.imovirtual.com/pt/anuncio/quinta-marco-de-canaveses-ID106bc.html#5c84fae917;2023-03-19
2690;Quintas e herdades para comprar: ;Quinta renovada, em Mosteiró, Vila do Conde;995 000;Usado;T4;[];145 €/m²;6 847 m²;Vilar e Mosteiró, Vila do Conde, Porto;https://www.imovirtual.com/pt/anuncio/quinta-renovada-em-mosteiro-vila-do-conde-ID137XQ.html#5c84fae917;2023-03-19
2691;Quintas e herdades para comprar: ;Quinta em Ribeiros;30 000;Usado;T8;[];8 €/m²;3 600 m²;Ribeiros, Fafe, Braga;https://www.imovirtual.com/pt/anuncio/quinta-em-ribeiros-ID1314k.html#5c84fae917;2023-03-19
2692;Quintas e herdades para comprar: ;Quinta de 8500m2 com moradia térrea T6 e piscina | Évora;1 250 000;[];T8;[];8 500 m²;8 500 m²;Bacelo e Senhora da Saúde, Évora;https://www.imovirtual.com/pt/anuncio/quinta-de-8500m2-com-moradia-terrea-t6-e-piscina-evora-ID12UoJ.html#5c84fae917;2023-03-19
2693;Quintas e herdades para comprar: ;Fantástica Quinta em pleno Parque Natural da Costa Vicent...;1 175 000;Usado;T8;[];5 €/m²;247 000 m²;Vila do Bispo e Raposeira, Vila do Bispo, Faro;https://www.imovirtual.com/pt/anuncio/fantastica-quinta-em-pleno-parque-natural-da-costa-vicent-ID1112l.html#5c84fae917;2023-03-19
2694;Quintas e herdades para comprar: ;Quintinha  Venda em Castelo Branco,Castelo Branco;75 000;[];T8;[];3 €/m²;30 000 m²;Castelo Branco;https://www.imovirtual.com/pt/anuncio/quintinha-venda-em-castelo-branco-castelo-branco-ID12uDZ.html#5c84fae917;2023-03-19
2695;Quintas e herdades para comprar: ;Quinta Potencial Projecto Turismo;180 000;Usado;T8;[];36 €/m²;5 000 m²;Merufe, Monção, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quinta-potencial-projecto-turismo-ID12qHo.html#5c84fae917;2023-03-19
2696;Quintas e herdades para comprar: ;Propriedade em Boliqueime;2 000 000;Para recuperar;T8;[];9 809,40 m²;9 809,40 m²;Boliqueime, Loulé, Faro;https://www.imovirtual.com/pt/anuncio/propriedade-em-boliqueime-ID12qwx.html#5c84fae917;2023-03-19
2697;Quintas e herdades para comprar: ;Herdade para venda com cerca de 49 ha em Idanha a Nova;650 000;[];T8;[];1 €/m²;488 706,93 m²;Ladoeiro, Idanha-a-Nova, Castelo Branco;https://www.imovirtual.com/pt/anuncio/herdade-para-venda-com-cerca-de-49-ha-em-idanha-a-nova-ID12p9r.html#5c84fae917;2023-03-19
2698;Quintas e herdades para comprar: ;Quinta Vila do Conde Azurara 10500 m2;1 350 000;Ruína;T8;[];129 €/m²;10 500 m²;Vila do Conde, Porto;https://www.imovirtual.com/pt/anuncio/quinta-vila-do-conde-azurara-10500-m2-ID12grZ.html#5c84fae917;2023-03-19
2699;Quintas e herdades para comprar: ;Quinta Vila do Conde Gião;780 000;Usado;T8;[];8 904 m²;8 904 m²;Vila do Conde, Porto;https://www.imovirtual.com/pt/anuncio/quinta-vila-do-conde-giao-ID12bNm.html#5c84fae917;2023-03-19
2700;Quintas e herdades para comprar: ;Quintinha  Venda em São Paio,Gouveia;26 000;[];T8;[];6 €/m²;4 541 m²;São Paio, Gouveia, Guarda;https://www.imovirtual.com/pt/anuncio/quintinha-venda-em-sao-paio-gouveia-ID126vp.html#5c84fae917;2023-03-19
2701;Quintas e herdades para comprar: ;Quinta T3 Venda em Fornos de Algodres,Fornos de Algodres;270 000;Usado;T8;[];14 €/m²;19 000 m²;Fornos de Algodres, Guarda;https://www.imovirtual.com/pt/anuncio/quinta-t3-venda-em-fornos-de-algodres-fornos-de-algodres-ID122Jm.html#5c84fae917;2023-03-19
2702;Quintas e herdades para comprar: ;Moradia T4, restaurada,com piscina, em Serdedelo - Ponte ...;480 000;Usado;T8;[];66 €/m²;7 325 m²;Serdedelo, Ponte de Lima, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/moradia-t4-restaurada-com-piscina-em-serdedelo-ponte-ID113Ee.html#5c84fae917;2023-03-19
2703;Quintas e herdades para comprar: ;Monte Alentejano Venda Ferreira do Alentejo;649 000;Usado;T8;[];23 €/m²;27 792 m²;Figueira dos Cavaleiros, Ferreira do Alentejo, Beja;https://www.imovirtual.com/pt/anuncio/monte-alentejano-venda-ferreira-do-alentejo-ID11XFI.html#5c84fae917;2023-03-19
2704;Quintas e herdades para comprar: ;Propriedade | Exploração | Vinhas | Olival | Montado de s...;240 000;Usado;T8;[];3 €/m²;78 000 m²;Vila de Frades, Vidigueira, Beja;https://www.imovirtual.com/pt/anuncio/propriedade-exploracao-vinhas-olival-montado-de-s-ID11XaG.html#5c84fae917;2023-03-19
2705;Quintas e herdades para comprar: ;Vende-se Quinta em Semelhe, Braga.;550 000;Usado;T8;[];93 €/m²;5 883 m²;Real, Dume e Semelhe, Braga;https://www.imovirtual.com/pt/anuncio/vende-se-quinta-em-semelhe-braga-ID11Tyz.html#5c84fae917;2023-03-19
2706;Quintas e herdades para comprar: ;QUINTA A 4 KMS DE PALMELA . PISCINA E FURO DE AGUA;438 000;Usado;T8;[];61 €/m²;7 200 m²;Palmela, Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-a-4-kms-de-palmela-piscina-e-furo-de-agua-ID11MyI.html#5c84fae917;2023-03-19
2707;Quintas e herdades para comprar: ;Quinta;260 000;Novo;T8;[];173 €/m²;1 500 m²;Ribas, Celorico de Basto, Braga;https://www.imovirtual.com/pt/anuncio/quinta-IDKuTD.html#5c84fae917;2023-03-19
2708;Quintas e herdades para comprar: ;Quinta em  Azeitão;2 500 000;Usado;T8;[];9 750 m²;9 750 m²;Azeitão (São Lourenço e São Simão), Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-em-azeitao-ID11EoA.html#5c84fae917;2023-03-19
2709;Quintas e herdades para comprar: ;Moradia com terreno em Vila Nova de Oliveirinha;149 500;Usado;T8;[];38 €/m²;3 927 m²;Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure, Felgueiras, Porto;https://www.imovirtual.com/pt/anuncio/moradia-com-terreno-em-vila-nova-de-oliveirinha-ID112hj.html#5c84fae917;2023-03-19
2710;Quintas e herdades para comprar: ;Quinta de Turismo Rural em Paredes De Coura;875 000;Usado;T8;[];44 €/m²;20 000 m²;Castanheira, Paredes de Coura, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quinta-de-turismo-rural-em-paredes-de-coura-ID111IW.html#5c84fae917;2023-03-19
2711;Quintas e herdades para comprar: ;Herdade  Venda em Alcantarilha e Pêra,Silves;750 000;Usado;T8;[];18 €/m²;42 000 m²;Alcantarilha e Pêra, Silves, Faro;https://www.imovirtual.com/pt/anuncio/herdade-venda-em-alcantarilha-e-pera-silves-ID10XQS.html#5c84fae917;2023-03-19
2712;Quintas e herdades para comprar: ;Moradias V3 Para Recuperar em Almodôvar;47 000;Para recuperar;T4;[];4 €/m²;13 101 m²;Santa Cruz, Almodôvar, Beja;https://www.imovirtual.com/pt/anuncio/moradias-v3-para-recuperar-em-almodovar-ID10o2P.html#bafdbd3444;2023-03-19
2713;Quintas e herdades para comprar: ;Quinta Com Piscina Privada e Furo Alcochete;850 000;Usado;T8;[];5 620 m²;5 620 m²;Alcochete, Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-com-piscina-privada-e-furo-alcochete-ID10dcM.html#bafdbd3444;2023-03-19
2714;Quintas e herdades para comprar: ;Quinta V4 nas Pontes;266 500;Usado;T8;[];50 €/m²;5 375 m²;Gâmbia-Pontes-Alto Guerra, Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-v4-nas-pontes-ID105GK.html#bafdbd3444;2023-03-19
2715;Quintas e herdades para comprar: ;Quinta Meirinhos com 31.094 m2 e piscina, Bragança;448 000;Usado;T8;[];14 €/m²;31 094 m²;Meirinhos, Mogadouro, Bragança;https://www.imovirtual.com/pt/anuncio/quinta-meirinhos-com-31-094-m2-e-piscina-braganca-IDZZi1.html#bafdbd3444;2023-03-19
2716;Quintas e herdades para comprar: ;Quinta com área de aproximada de 18.500m2, com  Moradia, ...;230 000;Usado;T8;[];12 €/m²;18 500 m²;Lagos da Beira e Lajeosa, Oliveira do Hospital, Coimbra;https://www.imovirtual.com/pt/anuncio/quinta-com-area-de-aproximada-de-18-500m2-commoradia-IDZKCK.html#bafdbd3444;2023-03-19
2717;Quintas e herdades para comprar: ;Quinta de S. Geraldo;850 000;Usado;T8;[];17 900 m²;17 900 m²;Carapinheira, Montemor-o-Velho, Coimbra;https://www.imovirtual.com/pt/anuncio/quinta-de-s-geraldo-IDZHIL.html#bafdbd3444;2023-03-19
2718;Quintas e herdades para comprar: ;Quinta para restauro, a confrontar a barragem da Caniçada...;450 000;Para recuperar;T8;[];87 €/m²;5 200 m²;Ventosa e Cova, Vieira do Minho, Braga;https://www.imovirtual.com/pt/anuncio/quinta-para-restauro-a-confrontar-a-barragem-da-canicada-IDZEGc.html#bafdbd3444;2023-03-19
2719;Quintas e herdades para comprar: ;Quinta em Albergaria-a-Velha;399 000;Usado;T8;[];40 €/m²;10 000 m²;Branca, Albergaria-a-Velha, Aveiro;https://www.imovirtual.com/pt/anuncio/quinta-em-albergaria-a-velha-IDZEFu.html#bafdbd3444;2023-03-19
2720;Quintas e herdades para comprar: ;Quinta T5 Venda em Ferreiros e Gondizalves,Braga;650 000;Usado;T8;[];151 €/m²;4 300 m²;Ferreiros e Gondizalves, Braga;https://www.imovirtual.com/pt/anuncio/quinta-t5-venda-em-ferreiros-e-gondizalves-braga-IDZuxd.html#bafdbd3444;2023-03-19
2721;Quintas e herdades para comprar: ;Quinta T8 com história, Serreleis, Viana do Castelo;990 000;Usado;T8;[];34 €/m²;29 500 m²;Cardielos e Serreleis, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quinta-t8-com-historia-serreleis-viana-do-castelo-IDZzJ0.html#bafdbd3444;2023-03-19
2722;Quintas e herdades para comprar: ;Herdade no Ludo, Faro;3 500 000;Usado;T8;[];21 €/m²;166 480 m²;Montenegro, Faro;https://www.imovirtual.com/pt/anuncio/herdade-no-ludo-faro-IDZqo3.html#bafdbd3444;2023-03-19
2723;Quintas e herdades para comprar: ;Quinta;1 250 000;Usado;T8;[];4 €/m²;300 000 m²;Santa Comba de Vilariça, Vila Flor, Bragança;https://www.imovirtual.com/pt/anuncio/quinta-IDZ4ph.html#bafdbd3444;2023-03-19
2724;Quintas e herdades para comprar: ;Quinta com casa em xisto a 5 minutos de Castelo Branco.;119 500;Usado;T8;[];15 €/m²;7 750 m²;Cebolais de Cima e Retaxo, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-com-casa-em-xisto-a-5-minutos-de-castelo-branco-IDYzgM.html#bafdbd3444;2023-03-19
2725;Quintas e herdades para comprar: ;Quintinha  Venda em Gondomar (São Cosme), Valbom e Jovim,Gondomar;1 600 000;Para recuperar;T8;[];80 €/m²;20 000 m²;Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto;https://www.imovirtual.com/pt/anuncio/quintinha-venda-em-gondomar-sao-cosme-valbom-e-jovim-gondomar-IDYsoG.html#bafdbd3444;2023-03-19
2726;Quintas e herdades para comprar: ;Casa Senhorial com jardim;1 200 000;Renovado;T8;[];687 €/m²;1 747 m²;Idanha-a-Nova e Alcafozes, Idanha-a-Nova, Castelo Branco;https://www.imovirtual.com/pt/anuncio/casa-senhorial-com-jardim-IDXPLn.html#bafdbd3444;2023-03-19
2727;Quintas e herdades para comprar: ;Quinta com potencial para turismo em Santarém;2 000 000;Usado;T8;[];32 €/m²;63 400 m²;Romeira e Várzea, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-com-potencial-para-turismo-em-santarem-IDXAHQ.html#bafdbd3444;2023-03-19
2728;Quintas e herdades para comprar: ;Quinta na Vidigueira;170 000;Para recuperar;T8;[];4 €/m²;40 500 m²;Vidigueira, Beja;https://www.imovirtual.com/pt/anuncio/quinta-na-vidigueira-IDXj0X.html#bafdbd3444;2023-03-19
2729;Quintas e herdades para comprar: ;Quinta T4 Venda em Santa Cruz,Almodôvar;185 000;Usado;T8;[];9 €/m²;20 000 m²;Santa Cruz, Almodôvar, Beja;https://www.imovirtual.com/pt/anuncio/quinta-t4-venda-em-santa-cruz-almodovar-IDXj10.html#bafdbd3444;2023-03-19
2730;Quintas e herdades para comprar: ;Quinta  Venda em Prados,Celorico da Beira;220 000;Usado;T8;[];15 €/m²;14 284 m²;Mizarela, Pêro Soares e Vila Soeiro, Guarda;https://www.imovirtual.com/pt/anuncio/quinta-venda-em-prados-celorico-da-beira-IDX67E.html#bafdbd3444;2023-03-19
2731;Quintas e herdades para comprar: ;Quinta  Venda em Nogueira do Cravo,Oliveira do Hospital;400 000;Usado;T8;[];9 €/m²;44 000 m²;Nogueira do Cravo, Oliveira do Hospital, Coimbra;https://www.imovirtual.com/pt/anuncio/quinta-venda-em-nogueira-do-cravo-oliveira-do-hospital-IDX67s.html#bafdbd3444;2023-03-19
2732;Quintas e herdades para comprar: ;Quinta T3 Venda em Celorico (São Pedro e Santa Maria) e Vila Boa do Mo;260 000;Usado;T8;[];19 €/m²;13 515 m²;Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego, Celorico da Beira, Guarda;https://www.imovirtual.com/pt/anuncio/quinta-t3-venda-em-celorico-sao-pedro-e-santa-maria-e-vila-boa-do-mo-IDX67m.html#bafdbd3444;2023-03-19
